Ano,Codigo do municipio,Municipio,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total,
2021,280610,ROSARIO DO CATETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4,
2021,280620,SALGADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3,
2021,280640,SANTANA DO SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6,
2021,280660,SANTO AMARO DAS BROTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,
2021,280670,SAO CRISTOVAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348,-,-,-,-,-,-,-,-,-,-,-,348,
2021,280690,SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12,
2021,280710,SIMAO DIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,-,-,-,-,-,-,-,-,-,-,-,247,
2021,280720,SIRIRI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10,
2021,280730,TELHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10,
2021,280740,TOBIAS BARRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,11,
2021,280750,TOMAR DO GERU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,
2021,280760,UMBAUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,67,
2021,290035,ADUSTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290060,AIQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290070,ALAGOINHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,56,
2021,290115,AMERICA DOURADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,31,
2021,290120,ANAGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290170,ANTONIO CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290195,APUAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290210,ARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,19,
2021,290250,BAIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,19,
2021,290270,BARRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,33,
2021,290290,BARRA DO CHOCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290300,BARRA DO MENDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290320,BARREIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4319,-,-,-,-,-,-,-,-,-,-,4319,
2021,290327,BARROCAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290390,BOM JESUS DA LAPA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,24,
2021,290410,BOQUIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,290420,BOTUPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290450,BROTAS DE MACAUBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287,-,-,-,-,-,-,-,-,-,-,287,
2021,290460,BRUMADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,290475,BURITIRAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,5,
2021,290510,CAEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290515,CAETANOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290530,CAFARNAUM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,40,
2021,290560,CAMACAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290570,CAMACARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107,-,-,-,-,-,-,-,-,-,-,107,
2021,290580,CAMAMU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290590,CAMPO ALEGRE DE LOURDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,13,
2021,290610,CANAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290620,CANARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,29,
2021,290650,CANDEIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,14,
2021,290660,CANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290670,CANDIDO SALES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,12,
2021,290680,CANSANCAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290687,CAPIM GROSSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290710,CARINHANHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,15,
2021,290740,CATOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,23,
2021,290750,CATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,45,
2021,290755,CATURAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,21,
2021,290760,CENTRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,-,-,-,-,-,-,-,-,-,-,263,
2021,290790,CIPO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290800,COARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,36,
2021,290830,CONCEICAO DO ALMEIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290840,CONCEICAO DO COITE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290850,CONCEICAO DO JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,290860,CONDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,290870,CONDEUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,290900,CORDEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290910,CORIBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,9,
2021,290920,CORONEL JOAO SA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,13,
2021,290930,CORRENTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,290940,COTEGIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398,-,-,-,-,-,-,-,-,-,-,398,
2021,290970,CRISTOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,-,-,-,-,-,-,-,-,-,-,106,
2021,290980,CRUZ DAS ALMAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,291000,DARIO MEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312,-,-,-,-,-,-,-,-,-,-,312,
2021,291005,DIAS D'AVILA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,10,
2021,291060,ESPLANADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,8,
2021,291070,EUCLIDES DA CUNHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291077,FEIRA DA MATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,291080,FEIRA DE SANTANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218,-,-,-,-,-,-,-,-,-,-,218,
2021,291110,FORMOSA DO RIO PRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,15,
2021,291120,GANDU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,291130,GENTIO DO OURO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,77,
2021,291140,GLORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291170,GUANAMBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1065,-,-,-,-,-,-,-,-,-,-,1065,
2021,291190,IACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,9,
2021,291210,IBICARAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291220,IBICOARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291250,IBIPITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,50,
2021,291270,IBIRAPITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291290,IBIRATAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291300,IBITIARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,35,
2021,291310,IBITITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,17,
2021,291320,IBOTIRAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-,480,
2021,291330,ICHU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291340,IGAPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291350,IGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,5,
2021,291360,ILHEUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,8,
2021,291370,INHAMBUPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,10,
2021,291390,IPIAU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,8,
2021,291410,IPUPIARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,63,
2021,291440,IRAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291450,IRARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291460,IRECE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,-,-,-,-,-,-,-,-,-,-,263,
2021,291480,ITABUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,62,
2021,291520,ITAGIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291535,ITAGUACU DA BAHIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,25,
2021,291550,ITAJUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,19,
2021,291560,ITAMARAJU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,400,
2021,291580,ITAMBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291610,ITAPARICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,7,
2021,291640,ITAPETINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203,-,-,-,-,-,-,-,-,-,-,203,
2021,291650,ITAPICURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,291660,ITAPITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291680,ITARANTIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,291685,ITATIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291690,ITIRUCU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,47,
2021,291710,ITORORO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,291733,IUIU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291735,JABORANDI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,291740,JACARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291750,JACOBINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118,-,-,-,-,-,-,-,-,-,-,118,
2021,291760,JAGUAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,10,
2021,291790,JANDAIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,291800,JEQUIE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,-,-,-,-,-,-,-,-,-,-,227,
2021,291835,JOAO DOURADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,-,-,-,-,-,-,-,-,-,133,
2021,291840,JUAZEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,12,
2021,291850,JUSSARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,26,
2021,291905,LAJEDO DO TABOCAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,291915,LAPAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,291920,LAURO DE FREITAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291955,LUIS EDUARDO MAGALHAES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,632,-,-,-,-,-,-,-,-,-,-,632,
2021,291960,MACAJUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,291970,MACARANI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176,-,-,-,-,-,-,-,-,-,-,176,
2021,291980,MACAUBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1562,-,-,-,-,-,-,-,-,-,-,1562,
2021,291992,MADRE DE DEUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292040,MANOEL VITORINO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,36,
2021,292045,MANSIDAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,14,
2021,292050,MARACAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292060,MARAGOGIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,5,
2021,292080,MARCIONILIO SOUZA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292100,MATA DE SAO JOAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292105,MATINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,365,-,-,-,-,-,-,-,-,-,-,365,
2021,292120,MIGUEL CALMON,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,23,
2021,292140,MIRANGABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,-,-,-,-,-,-,-,-,-,-,130,
2021,292160,MORPARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,292170,MORRO DO CHAPEU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292200,MUCURI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292205,MULUNGU DO MORRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,7,
2021,292225,MUQUEM DE SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,-,-,-,-,-,-,-,-,-,-,217,
2021,292230,MURITIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,292240,MUTUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292265,NORDESTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292270,NOVA CANAA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,-,-,-,-,-,-,-,-,-,-,188,
2021,292273,NOVA FATIMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292280,NOVA ITARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292300,NOVA VICOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292303,NOVO HORIZONTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292305,NOVO TRIUNFO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,81,
2021,292320,OLIVEIRA DOS BREJINHOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292330,OURICANGAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292335,OUROLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169,-,-,-,-,-,-,-,-,-,-,169,
2021,292340,PALMAS DE MONTE ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,292360,PARAMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,292370,PARATINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,29,
2021,292390,PAU BRASIL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292400,PAULO AFONSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,39,
2021,292405,PE DE SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292450,PINDAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,20,
2021,292467,PIRAI DO NORTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292470,PIRIPA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292500,PLANALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292510,POCOES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,10,
2021,292520,POJUCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,391,-,-,-,-,-,-,-,-,-,-,391,
2021,292530,PORTO SEGURO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,16,
2021,292550,PRADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,18,
2021,292560,PRESIDENTE DUTRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118,-,-,-,-,-,-,-,-,-,-,118,
2021,292590,QUIJINGUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292600,REMANSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292620,RIACHAO DAS NEVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,513,-,-,-,-,-,-,-,-,-,-,513,
2021,292630,RIACHAO DO JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,6,
2021,292640,RIACHO DE SANTANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292660,RIBEIRA DO POMBAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,10,
2021,292665,RIBEIRAO DO LARGO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292690,RIO DO PIRES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,435,-,-,-,-,-,-,-,-,-,-,435,
2021,292700,RIO REAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,53,
2021,292720,RUY BARBOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,-,-,-,515,
2021,292740,SALVADOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,505,-,-,-,-,-,-,-,-,-,-,505,
2021,292770,SANTA CRUZ CABRALIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292810,SANTA MARIA DA VITORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292820,SANTANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,74,
2021,292840,SANTA RITA DE CASSIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,53,
2021,292850,SANTA TERESINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4,
2021,292870,SANTO ANTONIO DE JESUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,
2021,292880,SANTO ESTEVAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292890,SAO DESIDERIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326,-,-,-,-,-,-,-,-,-,-,326,
2021,292900,SAO FELIX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292905,SAO FELIX DO CORIBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,46,
2021,292920,SAO FRANCISCO DO CONDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,5,
2021,292925,SAO GABRIEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,125,
2021,292935,SAO JOSE DA VITORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,
2021,292937,SAO JOSE DO JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292950,SAO SEBASTIAO DO PASSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292960,SAPEACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,40,
2021,292980,SAUDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,
2021,292990,SEABRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,24,
